Employee_no,Surname,Given_name,Gender,City,Age,Year_joined,Phone_no,Social_insurance_no
3528,Jones,Venessa,F,Penticton,49,2016,9021203217,944947464
3529,Perras,Joseph,M,Dragon Lake,43,2017,4031134192,121221456
3530,Ricci,Roman,M,Langley,37,2010,9026942574,635176541
3531,Hernandez,Marie,F,Victoria,45,2014,9028738902,787757169
3532,Curry,Rafael,M,Kitimat,39,2017,2048304918,692961543
3533,Hwang,Ivan,M,Vancouver,49,2008,5146319300,548573530
3534,Platt,Willie,M,Burnaby,48,2005,4164854263,381704120
3535,Pease,Mike,M,Abbotsford,28,2010,5149636449,193094104
3536,Williams,Marc,M,Port Coquitlam,25,2014,9027773678,444016140
3537,Gardner,Sharon,F,Duncan,37,2004,2049984640,307401501
3538,Seales,Barry,M,Trail,40,2005,4039074753,475615329
3539,Bickham,Laree,F,Port Alberni,33,2006,3068146023,201920266
3540,Clark,Carl,M,Victoria,25,2007,5144429215,224143001
3541,Davis,Alberta,F,Richmond,31,2013,4182616259,563583432
3542,Clancy,Alberto,M,Burnaby,25,2012,3062021235,244668243
3543,Phillips,Marianne,F,Summerland,30,2013,5146698830,675241134
3544,Shelton,Shirley,F,Vancouver,42,2017,4167954852,393112747
3545,Fowler,Emma,F,Terrace,28,2017,4188877949,398160593
3546,Cordell,Domingo,M,Vancouver,27,2009,4039436790,376681211
3547,Pitts,Betty,F,Vancouver,38,2009,4163182560,185211735
3548,Carroll,Daniel,M,Nanaimo,33,2010,5149300279,683464152
3549,Smith,Lai,F,New Westminster,37,2013,4033569939,586974519
3550,Ziemba,Heather,F,Burnaby,43,2015,5142433625,935949286
3551,Bernard,Desiree,F,Burnaby,37,2009,9022530017,285858417
3552,Shepherd,Arthur,M,Vancouver,36,2004,4188384174,911312102
3553,Hunt,Alfred,M,Chief Lake,38,2003,4169744378,838481639
3554,Dandrea,Ida,F,Richmond,41,2018,4169940164,759795710
3555,Bruner,Richard,M,Victoria,45,2014,6137734204,804336620
3556,Williams,Aurora,F,Victoria,45,2015,4037423735,978646817
3557,Cockrell,Leon,M,Elkford,25,2015,6045425651,246028629
3558,Sanders,Reid,M,Burnaby,45,2004,4039577232,590227803
3559,Miller,Mary,F,Kelowna,38,2017,3065987657,172557325
3560,Carpenter,Steven,M,Willow Point,45,2004,4182170009,273717593
3561,Staten,Sharon,F,Campbell River,44,2005,4162732062,277031004
3562,Shier,John,M,Vancouver,33,2007,6043917316,586942227
3563,Sharp,Dawn,F,Surrey,26,2014,5145119092,622332426
3564,Everett,George,M,New Westminster,49,2006,4188364277,675731866
3565,Hyatt,Earl,M,Cranbrook,41,2009,5144111210,747423990
3566,Polizzi,Anthony,M,Topley,48,2018,4183941964,318567845
3567,Vassallo,Kim,F,Spences Bridge,35,2016,4167190627,403761182
3568,Terry,Charles,M,Castlegar,39,2007,3062299643,628436921
3569,Davis,Reginald,M,Nanaimo,44,2016,5144812027,611783152
3570,Phillips,Christina,F,Vancouver,26,2004,2044985813,151380331
3571,English,David,M,Vancouver,32,2012,3069096060,294804321
3572,Johnson,Peg,F,New Westminster,32,2004,4038271412,761349936
3573,Leslie,Carolina,F,Vancouver,45,2002,6042922173,241107793
3574,Abbas,Eileen,F,Salmon Arm,33,2002,4039176854,278019021
3575,Peavler,Dallas,M,Hixon,39,2016,5144468334,833560743
3576,Stuart,Mitchell,M,Victoria,30,2009,4164836372,974816268
3577,Kraft,Albert,M,Coquitlam,48,2008,6132247928,664593589
3578,Hames,Mary,F,Logan Lake,28,2008,4187060943,123400804
3579,Herron,Barbara,F,Vancouver,34,2009,6133597675,958698653
3580,Davis,Edna,F,Vancouver,35,2008,6048845756,825369826
3581,Manus,Eric,M,New Westminster,25,2002,9022595724,225775512
3582,Heckman,Maureen,F,Nanaimo,39,2011,5148339530,974736611
3583,Patterson,Jim,M,Vancouver,37,2012,4185547353,737324335
3584,Parke,Lester,M,Fort Langley,38,2004,2045357623,772083215
3585,Sanchez,Rita,F,Oliver,48,2014,4185209659,357629357
3586,Thompson,Mauricio,M,Chilliwack,45,2006,4039163157,171362265
3587,Green,Leslie,M,New Westminster,31,2015,3068657775,951028355
3588,Noble,Emily,F,Richmond,48,2015,5144270989,593179652
3589,Moore,Jonathan,M,Vancouver,45,2009,5148472701,408496402
3590,Vinson,Robert,M,Good Hope Lake,33,2008,5141372055,239536244
3591,Willard,Ben,M,Huntingdon,27,2002,9025610101,348521202
3592,McNamara,Judith,F,Nanaimo,31,2016,3066398990,649592296
3593,McGraw,Jean,F,Williams Lake,35,2011,2049882096,715669135
3594,Rodriquez,Casey,M,Penticton,46,2017,9028740587,481943549
3595,Ore,Frieda,F,Richmond,33,2010,4181438292,714577197
3596,Baker,Robert,M,New Westminster,43,2017,5143832740,897411722
3597,Harrah,Jessica,F,Vancouver,30,2006,2045804860,716744529
3598,Perales,Tracy,F,Victoria,27,2009,6048156187,919567402
3599,Taylor,Julia,F,Black Point,42,2011,2044282930,799357297
3600,Blakely,Andrew,M,Fraser Lake,42,2004,5145727699,923910926
3601,Rick,Perry,M,Port Edward,45,2018,2047720894,236375057
3602,Peters,Tara,F,Castlegar,33,2008,6134400340,862009734
3603,Wright,Justin,M,Qualicum Beach,43,2003,6048900461,516813126
3604,Harriman,Kim,F,Vancouver,43,2009,4183039373,971309515
3605,Carter,Lavina,F,Vancouver,42,2009,6139383567,891633940
3606,Creech,Marilyn,F,Kamloops,35,2012,6044509179,491008921
3607,McClure,Richard,M,New Westminster,33,2002,4033510621,852849033
3608,Pace,Patricia,F,Jaffray,31,2002,4034450662,927305457
3609,Venable,William,M,Kelowna,29,2014,4033613226,422310713
3610,Hitt,Melba,F,Chilliwack,37,2005,5143800446,975633663
3611,Cole,Sandra,F,New Westminster,33,2014,2042402671,500451073
3612,Uselton,Jason,M,Oyama,48,2003,9024686461,185396556
3613,Roque,Elbert,M,Chilliwack,36,2002,4031302151,979510671
3614,Surratt,Vera,F,Port Coquitlam,49,2012,9021769581,538645510
3615,Thomas,Daniel,M,New Westminster,49,2015,3064171970,603059274
3616,Greenwood,Carlos,M,Burnaby,44,2009,6137653246,219062549
3617,Palmer,John,M,Chilliwack,49,2016,6047703603,677734052
3618,Cunningham,James,M,Kamloops,25,2005,9026115425,863687702
3619,Matherly,Trish,F,Kitwanga,30,2016,4164959957,566223577
3620,Schmaltz,Peggy,F,Vancouver,31,2004,2044644693,825299555
3621,Lacey,Olga,F,Pitt Meadows,40,2014,6131285432,372741283
3622,Williams,Christina,F,Sicamous,26,2017,4037333515,536113047
3623,Underwood,Douglas,M,Whistler,35,2005,4186252639,419051986
3624,Jolly,Pedro,M,Genelle,40,2005,6041217842,259480929
3625,Cox,Leon,M,Vancouver,48,2014,2044418294,172488788
3626,Payne,Marion,F,Horsefly,33,2005,6048054949,790793955
3627,Collins,Maria,F,Vancouver,26,2014,9023545460,139180236
3628,Ralston,Henry,M,Ashcroft,29,2008,4032387884,276451652
3629,Lemons,Ronna,F,Parksville,32,2008,2048034430,875996691
3630,Williamson,Karen,F,Bougie Creek,29,2006,9029468631,837745319
3631,Applegate,Ernest,M,Kelowna,27,2010,4166828003,586140810
3632,Purington,Linda,F,Langley,37,2015,4166154272,856104653
3633,Baltazar,Frank,M,Kelowna,26,2009,6046602912,302287389
3634,Koga,Kristen,F,Prince George,40,2012,9027942900,739098307
3635,Guion,Victoria,F,New Westminster,39,2008,2047558042,291042036
3636,Williams,Thelma,F,Grasmere,33,2003,4037717849,517233919
3637,Bragg,Edwin,M,Haney,39,2003,4184586071,267330074
3638,Jones,Elia,F,Kelowna,33,2011,5142139669,153476743
3639,Foley,Martine,F,Houston,44,2018,4189054870,440737221
3640,Howell,James,M,Vancouver,41,2004,9029271071,474273422
3641,Allen,Ariel,F,New Westminster,28,2010,4161555335,556549070
3642,Crawford,Billy,M,Vancouver,40,2013,5141606229,278387201
3643,Demers,Dina,F,Victoria,41,2006,3069553543,337024993
3644,Grubbs,Sherrie,F,Abbotsford,45,2018,2043006424,365253347
3645,Gonzalez,Joshua,M,Nanaimo,43,2006,4161995841,529859790
3646,Cowan,Gregory,M,Victoria,41,2015,3069426517,855675166
3647,Dolan,Tanya,F,New Westminster,30,2007,4187568389,942482874
3648,Parker,Tatyana,F,Victoria,28,2006,4182975006,348865138
3649,Gowen,Willie,M,Salmon Valley,36,2015,4165546254,685138934
3650,Giardina,Evelyn,F,Port Coquitlam,27,2015,6046645510,325034744
3651,Carroll,Margaret,F,Vancouver,48,2011,2047364974,287814330
3652,Campbell,Jason,M,Likely,34,2017,6137465963,217471490
3653,Donegan,Jessica,F,Port Coquitlam,42,2004,6133671796,362161461
3654,Paxton,Marcus,M,Cranbrook,37,2008,4038244805,726807915
3655,Viera,Mary,F,Prince George,42,2015,9022619464,381957830
3656,James,Michelle,F,Richmond,46,2014,9029544810,672243160
3657,McGinley,Janette,F,Victoria,37,2004,5143287503,692722633
3658,Laney,Rhonda,F,Richmond,36,2013,6134999420,726362997
3659,Lange,Della,F,Chemainus,25,2018,5145251295,516448569
3660,Smith,Cheryl,F,Vancouver,35,2002,3065054132,802822918
3661,Martin,Thomas,M,Cortes Island,43,2018,9022135546,809551036
3662,O'Sullivan,Mary,F,Port Mcneill,48,2009,4039434399,439810486
3663,Thacker,Tyesha,F,Nanaimo,49,2004,9028040509,633630598
3664,Gardner,Kit,F,Vancouver,35,2007,6135060798,138869101
3665,McBride,Sharon,F,Vancouver,44,2007,4161722199,878079732
3666,Fernandez,Rocco,M,Vancouver,38,2002,4182365035,978571139
3667,Jones,Virginia,F,Osoyoos,41,2011,4031621911,194328406
3668,Bain,Virginia,F,Rutland,49,2003,5147643489,994785690
3669,Gomez,James,M,Duncan,34,2002,4189966652,640408743
3670,McHale,Dustin,M,Kamloops,33,2011,5145919582,528469011
3671,Mancia,Allison,F,Burnaby,27,2004,3067458498,638503704
3672,Milliner,Frank,M,Burnaby,42,2006,6132956023,682046011
3673,Ashmore,Louise,F,Port Coquitlam,49,2017,2042446474,909139697
3674,Vandeventer,Bobbie,M,Vancouver,27,2009,9029368179,685503388
3675,Demasi,Ernest,M,Cranbrook,46,2010,6134925909,433841622
3676,Moore,Craig,M,Vancouver,40,2002,3067997207,224627126
3677,Fowler,Jacqueline,F,New Westminster,26,2013,2043583521,502407488
3678,Moore,Donald,M,Vancouver,40,2017,4031302525,135611879
3679,Bridges,Jerry,M,New Westminster,47,2010,2046925383,956513550
3680,Preiss,Erma,F,New Westminster,43,2013,3063987656,610112615
3681,Frazer,Justin,M,Vancouver,26,2014,3066987522,572329790
3682,Graber,Lois,F,Surrey,31,2017,2043313463,576014529
3683,Copeland,Kimberly,F,West Vancouver,44,2007,2048740737,230068184
3684,Wolfe,Ward,M,Qualicum Beach,27,2008,4039335392,721412024
3685,Steele,Sammie,M,Golden,32,2005,4164575787,314890976
3686,Brink,Sarah,F,Cranbrook,38,2015,9025091146,160066919
3687,Reyes,Janet,F,Burnaby,30,2018,3062438318,975107134
3688,McCray,Leonard,M,Victoria,47,2015,9024914227,421915055
3689,Roberts,Lorena,F,Hope,33,2010,4187467831,220874755
3690,Walker,Roy,M,Haney,38,2007,5148222052,973029900
3691,Knowles,Jeffrey,M,Burnaby,49,2006,4032882060,633328556
3692,Hartley,Billi,F,Grand Forks,27,2008,4164652685,113604698
3693,Cook,Harvey,M,Port Alberni,33,2016,4168454808,207414184
3694,Schreier,Byron,M,Richmond,28,2006,4189979100,406633688
3695,Mobley,Cassandra,F,Golden,42,2007,3069322905,647843036
3696,White,Marion,F,New Westminster,47,2018,9021675428,941689713
3697,Keenan,Francisco,M,Aldergrove,37,2016,4162252350,116464713
3698,Walters,Carlota,F,Abbotsford,26,2005,5147948603,915043850
3699,Dellinger,Catherine,F,Trail,25,2017,9029998243,443659244
3700,Proctor,Winona,F,Bougie Creek,39,2010,4189080634,801028906
3701,Alejos,Edward,M,Peachland,44,2008,6047586788,573045069
3702,Pouncy,Samuel,M,New Westminster,37,2004,4166342502,950593744
3703,Gallaher,Donna,F,Vancouver,32,2016,4189374675,509041498
3704,Harris,Diane,F,Creston,49,2016,3065841251,455296051
3705,Bell,Ashley,M,Vancouver,43,2006,6135838475,377233147
3706,Lindsey,Gaynell,F,Penticton,28,2011,9022354279,338618485
3707,Maynard,Johnathon,M,Kelowna,35,2012,9025908631,111989094
3708,Thomas,Robert,M,Prince George,37,2008,2048804839,129981150
3709,Ham,Brian,M,Dawson Creek,38,2017,6139626659,545721361
3710,Braunstein,Mark,M,Vancouver,48,2011,3068052207,257157094
3711,Tamura,Vi,F,White Rock,25,2008,4186009004,855940180
3712,Roy,Billie,F,Vancouver,34,2008,4166573100,435869627
3713,Vanpelt,Noe,M,Richmond,38,2018,2046755464,510837538
3714,Alatorre,Jason,M,Little Fort,46,2008,3069200961,566869374
3715,Butler,Samuel,M,Port Edward,31,2009,3061948946,258324772
3716,Powell,Stephanie,F,Aldergrove,42,2010,4181132137,501614307
3717,Hudson,Carol,F,Rutland,41,2004,4168083260,501041943
3718,Martinez,Helen,F,Fauquier,37,2012,9022657923,173715768
3719,Ramirez,William,M,Sayward,39,2006,4182141643,203833828
3720,Wigington,James,M,Cranbrook,37,2018,2045439765,491839849
3721,Smith,Lori,F,Richmond,35,2018,9029382921,896575571
3722,Ford,Richard,M,Haney,30,2003,9029853256,929940747
3723,Pierce,Donald,M,Victoria,34,2010,6049690309,294520073
3724,Bratcher,Kimberly,F,Victoria,32,2008,6136242340,984174368
3725,Smith,Jerome,M,Vancouver,34,2011,6133247583,387462720
3726,Ellerman,Virginia,F,Cranbrook,41,2013,9029157176,567337786
3727,Hutchison,Kimberly,F,Langley,26,2016,6138496620,139556303
3728,Navarro,Trevor,M,Nanaimo,30,2005,4161373481,153767663
3729,Manning,Ronnie,M,Trail,37,2015,6043417501,901838592
3730,Cranford,Elizabeth,F,Port Alberni,35,2007,3061943025,935959611
3731,Powers,Robin,M,Fairmont Hot Springs,30,2005,4034796332,657341093
3732,Nall,Mildred,F,Victoria,30,2006,6047887788,970357107
3733,Farmer,Evelyn,F,Avola,44,2003,5141694224,622706941
3734,Richards,James,M,Port Coquitlam,49,2005,3068546142,440662792
3735,Mosqueda,Debra,F,Victoria,26,2007,4181258526,898834618
3736,Perez,Andrew,M,Prince George,30,2015,6049539156,589264124
3737,Conner,Cruz,F,New Westminster,25,2008,4186157489,217149959
3738,Thorpe,Richard,M,Vancouver,26,2015,3065124490,970555712
3739,Gutierrez,Amy,F,New Westminster,44,2010,4163793871,817621925
3740,Wiley,Steven,M,New Westminster,29,2005,9023215369,917717717
3741,Anderson,Marion,F,Vancouver,48,2013,9026097088,899466071
3742,Allen,Joanne,F,Victoria,39,2008,9029403058,973684708
3743,Gant,Alphonso,M,Squamish,42,2010,3065730209,365262573
3744,Rojas,Ilse,F,Salmon Arm,41,2003,4164158507,456641043
3745,Hahn,Ricky,M,Oliver,33,2015,5142832852,599375371
3746,Colon,Michael,M,Victoria,34,2011,4188697220,800527642
3747,Manno,Brian,M,Surrey,44,2014,9021242662,298622978
3748,Muller,Shannon,F,Burnaby,37,2010,9027010802,743741703
3749,Lynn,Lois,F,Oyama,34,2017,9022086275,616841611
3750,Rogers,Susan,F,Whistler,28,2015,4186111382,444865519
3751,Schreiner,Ruth,F,Lake Cowichan,30,2014,4034920714,418014612
3752,Moore,Keith,M,Richmond,26,2011,6132873114,808092130
3753,Reed,Ruth,F,Victoria,31,2017,6046707214,220296552
3754,Platt,Pauline,F,Vancouver,40,2014,5143505567,743420966
3755,Christopher,Woodrow,M,Vancouver,29,2013,4181283152,797135941
3756,Topping,Gabriel,M,West Vancouver,37,2017,3066869746,890187862
3757,Johnson,Stephanie,F,Grasmere,46,2002,6042887647,911455996
3758,Nelms,Calvin,M,Kamloops,27,2006,6136442674,946342389
3759,Casperson,Guillermo,M,Vancouver,36,2009,3068139253,947119140
3760,Fink,Arthur,M,Langley,32,2009,9021281523,770717655
3761,Williamson,John,M,Duncan,28,2009,3063344258,276339532
3762,Jacob,Tyree,M,New Westminster,26,2011,4039683702,903478511
3763,Calhoun,Erin,F,Tappen,36,2015,2041452742,758717127
3764,Resto,Steven,M,Vancouver,49,2013,5149384530,402529312
3765,Newsome,Jennifer,F,West Vancouver,46,2016,4162453073,869694076
3766,Cleghorn,Rick,M,Richmond,42,2004,9021416871,154360720
3767,Gragg,Barney,M,Vancouver,27,2005,4166239916,931750445
3768,Hudson,Ann,F,Prince George,28,2012,9027038896,721891822
3769,Dixon,Joel,M,Bamfield,48,2012,6134042837,999028956
3770,Bernier,James,M,Quesnel,49,2008,3066006344,878669697
3771,Barclay,Martha,F,Victoria,36,2010,4182351299,642273453
3772,Stpierre,Janice,F,Salmon Arm,39,2017,3067082691,450217023
3773,Devore,Nathan,M,Alkali Lake,47,2002,4162502866,113988708
3774,Smith,Jason,M,New Westminster,48,2014,6132582828,681981211
3775,Rodriguez,Edmund,M,Kelowna,40,2009,6138042570,787183176
3776,Pena,Keith,M,Vancouver,29,2014,4163276011,556607717
3777,Sullivan,David,M,Kelowna,29,2003,2041839867,440704938
3778,Hunter,Lauri,F,Ganges,36,2005,4162365483,180274084
3779,Epperson,Richard,M,Nanaimo,26,2004,4033783630,767371499
3780,Hammer,Joseph,M,Langley,44,2012,5143768697,471129517
3781,Roberts,Mary,F,Duncan,47,2007,6136732757,289403374
3782,Driggers,Josefa,F,Manning Park,37,2009,9028957106,831089670
3783,Hill,Keri,F,Surrey,33,2004,6047397300,343307629
3784,Ruffin,Gilberto,M,Vancouver,38,2009,6041465325,430955316
3785,Pace,Bert,M,Burnaby,31,2018,4167986364,806513917
3786,Williams,William,M,Kamloops,29,2014,6131577636,449956641
3787,Clifford,Audrey,F,New Westminister,37,2013,4165475695,204590584
3788,Grant,Lauren,F,Vancouver,49,2016,6042046190,714321002
3789,Rodriguez,Jovita,F,Vancouver,27,2018,4168187268,611615479
3790,McDonnell,Ann,F,Surrey,35,2018,3067139889,456529201
3791,Pineiro,Adam,M,New Westminster,49,2013,2044267062,139642139
3792,Quattlebaum,Nina,F,Okanagan Falls,39,2004,6043557259,615116799
3793,Gonzales,Sara,F,Vancouver,49,2011,4162284092,440464867
3794,Cane,Richard,M,Boston Bar,30,2013,4168961292,406118692
3795,Bianchi,Marlon,M,Chief Lake,27,2014,3066199822,622646809
3796,Bradley,Jacquelyn,F,New Westminster,40,2011,5147976848,744371284
3797,McBee,Jessie,M,Cassiar,45,2014,3061817629,332059217
3798,Troyer,Michael,M,Victoria,36,2004,4032549739,791803224
3799,Wetter,James,M,Vancouver,44,2017,6134661417,252669458
3800,Hildebrand,Nicholas,M,Victoria,46,2013,6131462248,966291206
3801,Norman,Leroy,M,Courtenay,31,2010,6046595722,278788830
3802,Larrick,Blanche,F,Lac La Hache,31,2005,6133071469,581472434
3803,Crenshaw,Stephen,M,Richmond,31,2007,5148921107,762285007
3804,Mitchell,Josephine,F,Vancouver,47,2017,4167127169,830068621
3805,Miller,Tammy,F,Kamloops,37,2004,9023398051,830676945
3806,Erickson,Adrianna,F,Coquitlam,35,2010,6048466580,644243698
3807,Wilhelm,Elizabeth,F,Gabriola Island,35,2017,3066000714,442581980
3808,Wilber,Laura,F,Kaslo,34,2016,6132275221,903412618
3809,Morris,Angela,F,Victoria,35,2018,4182961045,654238830
3810,Salinas,Bradley,M,Sidney,37,2016,2048272956,714308027
3811,Pinkston,Santos,M,Kelowna,33,2018,3066841941,327430068
3812,Charron,Chris,M,Richmond,34,2006,5148330110,822888809
3813,Albrecht,Rhoda,F,Aldergrove,49,2014,5148941823,918441609
3814,McKinney,Deborah,F,Victoria,44,2015,6132261238,876468765
3815,Ellis,Theresa,F,Langley,25,2005,3063180304,471219732
3816,Henke,Thomas,M,Fruitvale,45,2004,2049960673,498201556
3817,Philip,Norma,F,Cortes Island,26,2009,2042077292,404560626
3818,Lee,Oscar,M,New Westminster,25,2004,9024335622,877201730
3819,Ward,Rose,F,Hope,28,2009,4182019371,509730563
3820,Franklin,Shelly,F,Vancouver,49,2008,4161416484,120014467
3821,Billington,Judy,F,Vancouver,30,2018,9023368805,403530407
3822,Cerna,Tyler,M,Lake Cowichan,30,2007,2046745523,712480528
3823,Burt,Romona,F,New Westminster,43,2016,5143014183,350130682
3824,Armstrong,James,M,Vancouver,25,2018,4032704606,150982443
3825,Hopkins,Daniel,M,Vancouver,39,2018,6048794676,532572783
3826,Gray,Carl,M,Chilliwack,34,2007,6137862426,885141719
3827,Rivera,Ronald,M,Victoria,43,2002,4162457183,429521477
3828,Culpepper,David,M,Topley,47,2014,6133744929,666237210
3829,Gonzales,Emma,F,Port Coquitlam,32,2008,4034142143,672193095
3830,Barnes,Mary,F,Victoria,31,2007,6047970532,742665357
3831,Francois,Craig,M,Logan Lake,31,2011,5148343501,939003816
3832,Smith,Carol,F,Nanaimo,29,2018,5147689783,474346546
3833,Chambers,James,M,Terrace,48,2007,4169607567,252931563
3834,Maine,George,M,Vancouver,38,2006,4166891487,355905166
3835,Powell,Louis,M,Fort Langley,30,2003,3064629989,746643715
3836,Grant,Aaron,F,Port Coquitlam,38,2017,5145580314,363174074
3837,Valenzuela,Hulda,F,Sardis,29,2011,4185963175,141427714
3838,Clark,Steven,M,Kamloops,30,2009,4162277985,492826936
3839,Montgomery,Edward,M,Richmond,28,2010,4186086483,673912300
3840,Sweatt,Jeremy,M,Chilliwack,26,2010,3061664548,574430185
3841,Stringer,Tonya,F,Vancouver,25,2014,4186408472,831868622
3842,Carson,Eddie,M,Abbotsford,35,2012,4038960860,875819008
3843,Slaughter,Kim,F,Victoria,29,2016,4038262345,533089604
3844,Clark,Patricia,F,Fort St John,44,2014,4167988317,147739009
3845,Sargent,Doris,F,Kamloops,26,2015,6048485098,229867611
3846,Lilly,Manuel,M,Vancouver,31,2017,4032854503,152782580
3847,Douglas,John,M,Port Hardy,27,2003,4189821124,990406322
3848,Thompson,Diana,F,Vernon,45,2007,9024255140,549293829
3849,Newton,Scott,M,Hixon,38,2013,4032166075,703360430
3850,Ziegler,Leroy,M,Fort Nelson,40,2018,6136671793,955113289
3851,Roberts,Linda,F,Vancouver,43,2014,2042386630,391572509
3852,McClellan,Lea,F,Vancouver,32,2007,4036833498,771728960
3853,Blaser,Henry,M,Duncan,44,2016,4037083430,775891336
3854,Bell,Melanie,F,Prince George,49,2015,2046465927,735416063
3855,Johnson,Judith,F,Richmond,26,2007,4186363365,510309892
3856,Baldwin,Alan,M,Chetwynd,25,2003,2044551178,492599554
3857,Johnson,Seymour,M,Nanaimo,29,2002,4037690678,426920366
3858,Garren,Claudia,F,Port Hardy,40,2018,5145642544,865536021
3859,Sebastian,Art,M,Kelowna,34,2004,2048866105,596703359
3860,Turney,Grace,F,Victoria,46,2016,4164977615,977228410
3861,Dagostino,Randy,M,Vancouver,34,2017,4165892136,257867596
3862,Ortiz,Paul,M,Port Alberni,49,2006,6044974560,910443389
3863,Mills,Vernon,M,Canal Flats,28,2011,5141675986,659278586
3864,Schiavo,Yvonne,F,Whistler,47,2015,4162509231,968774168
3865,More,James,M,Vernon,36,2013,2048164828,384978973
3866,Snyder,Eva,F,Ocean Falls,36,2017,3068544245,927031642
3867,Hoy,Carlos,M,Barriere,30,2011,2044949779,521604783
3868,Magill,Lisa,F,West Vancouver,46,2009,6134214896,958068061
3869,Marsh,Philip,M,Houston,34,2008,3064942635,744635001
3870,Reeder,Clinton,M,Richmond,30,2014,4182375086,798435168
3871,Berry,Angie,F,Fort Nelson,26,2013,3064632423,661758959
3872,Schrader,Jean,F,Vancouver,45,2006,9027657913,953078776
3873,Hardiman,Sarah,F,Surrey,45,2006,4035801184,493483031
3874,Boyd,Patricia,F,Vancouver,28,2016,5145186548,605334890
3875,Lee,Jean,F,Langley,47,2007,4167007943,692950558
3876,Navarro,Kevin,M,Kelowna,40,2011,6134109412,383397842
3877,Cashin,John,M,Victoria,25,2013,9028324402,593103776
3878,Lee,Vincent,M,Burnaby,38,2015,4039365755,500194622
3879,Kimbrough,Alma,F,Burnaby,39,2003,9023272454,117935621
3880,Berg,Diane,F,Victoria,43,2005,4185740146,261054203
3881,Belgrave,Sonia,F,Fort Langley,49,2018,3065100639,186171440
3882,Adams,Robert,M,Burnaby,27,2015,3064408240,802245758
3883,Rowe,Robert,M,Ganges,46,2010,2047537721,115205281
3884,Sasso,Dorothy,F,Victoria,49,2016,3066101078,507426627
3885,Snell,Shelia,F,Victoria,48,2016,4162770274,971173432
3886,Kim,James,M,Williams Lake,47,2009,9029889324,437526618
3887,Basile,Thaddeus,M,Cranbrook,43,2006,5141777923,774462169
3888,Metcalf,Joe,M,Nanaimo,42,2007,4165750117,893112416
3889,Toney,Isaac,M,Richmond,33,2014,5146931656,170854982
3890,Stockwell,Donald,M,Vancouver,33,2008,4162040704,276968935
3891,Young,Anthony,M,Surrey,31,2007,6041185540,218738555
3892,Larson,Jami,F,Horsefly,44,2018,5141202708,486149276
3893,McCary,Meaghan,F,Giscome,49,2011,2046973905,820321887
3894,Long,Louise,F,Vancouver,25,2009,2044511993,265994417
3895,Smith,Jacqueline,F,Victoria,36,2016,6131362511,552870851
3896,Thigpen,Adam,M,Kelowna,29,2006,2048060471,714204788
3897,Harper,Sharon,F,Victoria,32,2006,2043706219,242940087
3898,Bennett,Rachel,F,Trail,29,2006,9024520699,632433177
3899,Harton,Lynn,F,Prince George,38,2004,4039347861,940033578
3900,Penaloza,Evelyn,F,Merritt,25,2013,6045459620,419763993
3901,Middleton,Dawn,F,Port Coquitlam,28,2016,5141855268,236213502
3902,Johnson,Harold,M,Surrey,37,2018,3066015567,994399373
3903,Emig,Lynda,F,Prince George,41,2003,4166301406,988528287
3904,McDonald,Darryl,M,Montney,36,2018,9024926264,753010009
3905,Meza,Jefferson,M,Cache Creek,29,2018,6134337396,355138911
3906,Mosher,Sharon,F,Vancouver,42,2007,4032299316,266876151
3907,Epp,Jose,M,Vancouver,26,2015,4181930585,245992764
3908,Glatt,Kevin,M,Flatrock,36,2016,5143826715,653455503
3909,Weakley,James,M,Burnaby,48,2012,2046660159,670016511
3910,King,Willie,F,Smithers,30,2005,4168267456,887966249
3911,Williams,Daniel,M,Port Mcneill,38,2011,2048385364,226891385
3912,Becton,Grace,F,Vancouver,42,2006,4182951952,906348199
3913,Smith,Megan,F,Victoria,30,2004,4165152863,506007071
3914,Nichols,James,M,Kimberley,37,2010,2049683997,950795489
3915,Anderson,Kendrick,M,Abbotsford,30,2007,4031946348,490836626
3916,Green,Roger,M,Chilliwack,35,2017,2048234987,414510855
3917,Jackson,Jacqueline,F,Castlegar,31,2008,6044983943,208304695
3918,Green,James,M,Vancouver,43,2008,4169663943,683688355
3919,Robinson,Rose,F,Surrey,40,2015,4168588784,442840162
3920,Milton,William,M,Surrey,31,2005,4168995765,537453953
3921,Jenkins,Kathryn,F,Comox,33,2004,2047967768,339592459
3922,Primus,Gladys,F,Vancouver,46,2003,9023435668,181589052
3923,Brower,Dana,M,New Westminster,28,2018,6131980860,482728782
3924,Campbell,Kathy,F,Chilliwack,48,2015,4038138159,952845806
3925,McGill,Dorothy,F,Vancouver,36,2008,2043922988,967458355
3926,Scroggins,Lisa,F,New Westminster,47,2017,9023712299,358699097
3927,McNish,William,M,Duncan,26,2017,2049151240,968569861
3928,Southerland,Catherine,F,Vancouver,41,2003,4183635397,959950393
3929,Gregory,Alissa,F,Langley,34,2014,6044766841,916894199
3930,Gustafson,Carey,F,New Westminster,40,2003,4183621876,895550551
3931,Plant,Stephen,M,Richmond,46,2018,4169449475,195421037
3932,Seymour,Tina,F,Victoria,38,2016,9027146733,983383006
3933,Brennen,China,F,Fort Fraser,42,2002,4038463670,260287042
3934,Whitehead,Denise,F,Ladysmith,30,2004,4166411196,298457977
